chapter,chapter_num,block,prefix,icd_version
Chapter VI Diseases of the nervous system,6,"G50-G59 Nerve, nerve root and plexus disorders",G59,10
Chapter VI Diseases of the nervous system,6,G60-G64 Polyneuropathies and other disorders of the peripheral nervous system,G60,10
Chapter VI Diseases of the nervous system,6,G60-G64 Polyneuropathies and other disorders of the peripheral nervous system,G61,10
Chapter VI Diseases of the nervous system,6,G60-G64 Polyneuropathies and other disorders of the peripheral nervous system,G62,10
Chapter VI Diseases of the nervous system,6,G60-G64 Polyneuropathies and other disorders of the peripheral nervous system,G63,10
Chapter VI Diseases of the nervous system,6,G60-G64 Polyneuropathies and other disorders of the peripheral nervous system,G64,10
Chapter VI Diseases of the nervous system,6,G70-G73 Diseases of myoneural junction and muscle,G70,10
Chapter VI Diseases of the nervous system,6,G70-G73 Diseases of myoneural junction and muscle,G71,10
Chapter VI Diseases of the nervous system,6,G70-G73 Diseases of myoneural junction and muscle,G72,10
Chapter VI Diseases of the nervous system,6,G70-G73 Diseases of myoneural junction and muscle,G73,10
Chapter VI Diseases of the nervous system,6,G80-G83 Cerebral palsy and other paralytic syndromes,G80,10
Chapter VI Diseases of the nervous system,6,G80-G83 Cerebral palsy and other paralytic syndromes,G81,10
Chapter VI Diseases of the nervous system,6,G80-G83 Cerebral palsy and other paralytic syndromes,G82,10
Chapter VI Diseases of the nervous system,6,G80-G83 Cerebral palsy and other paralytic syndromes,G83,10
Chapter VI Diseases of the nervous system,6,G90-G99 Other disorders of the nervous system,G90,10
Chapter VI Diseases of the nervous system,6,G90-G99 Other disorders of the nervous system,G91,10
Chapter VI Diseases of the nervous system,6,G90-G99 Other disorders of the nervous system,G92,10
Chapter VI Diseases of the nervous system,6,G90-G99 Other disorders of the nervous system,G93,10
Chapter VI Diseases of the nervous system,6,G90-G99 Other disorders of the nervous system,G94,10
Chapter VI Diseases of the nervous system,6,G90-G99 Other disorders of the nervous system,G95,10
Chapter VI Diseases of the nervous system,6,G90-G99 Other disorders of the nervous system,G96,10
Chapter VI Diseases of the nervous system,6,G90-G99 Other disorders of the nervous system,G97,10
Chapter VI Diseases of the nervous system,6,G90-G99 Other disorders of the nervous system,G98,10
Chapter VI Diseases of the nervous system,6,G90-G99 Other disorders of the nervous system,G99,10
Chapter VII Diseases of the eye and adnexa,7,"H00-H06 Disorders of eyelid, lacrimal system and orbit",H00,10
Chapter VII Diseases of the eye and adnexa,7,"H00-H06 Disorders of eyelid, lacrimal system and orbit",H01,10
Chapter VII Diseases of the eye and adnexa,7,"H00-H06 Disorders of eyelid, lacrimal system and orbit",H02,10
Chapter VII Diseases of the eye and adnexa,7,"H00-H06 Disorders of eyelid, lacrimal system and orbit",H03,10
Chapter VII Diseases of the eye and adnexa,7,"H00-H06 Disorders of eyelid, lacrimal system and orbit",H04,10
Chapter VII Diseases of the eye and adnexa,7,"H00-H06 Disorders of eyelid, lacrimal system and orbit",H05,10
Chapter VII Diseases of the eye and adnexa,7,"H00-H06 Disorders of eyelid, lacrimal system and orbit",H06,10
Chapter VII Diseases of the eye and adnexa,7,H10-H13 Disorders of conjunctiva,H10,10
Chapter VII Diseases of the eye and adnexa,7,H10-H13 Disorders of conjunctiva,H11,10
Chapter VII Diseases of the eye and adnexa,7,H10-H13 Disorders of conjunctiva,H12,10
Chapter VII Diseases of the eye and adnexa,7,H10-H13 Disorders of conjunctiva,H13,10
Chapter VII Diseases of the eye and adnexa,7,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",H15,10
Chapter VII Diseases of the eye and adnexa,7,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",H16,10
Chapter VII Diseases of the eye and adnexa,7,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",H17,10
Chapter VII Diseases of the eye and adnexa,7,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",H18,10
Chapter VII Diseases of the eye and adnexa,7,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",H19,10
Chapter VII Diseases of the eye and adnexa,7,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",H20,10
Chapter VII Diseases of the eye and adnexa,7,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",H21,10
Chapter VII Diseases of the eye and adnexa,7,"H15-H22 Disorders of sclera, cornea, iris and ciliary body",H22,10
Chapter VII Diseases of the eye and adnexa,7,H25-H28 Disorders of lens,H25,10
Chapter VII Diseases of the eye and adnexa,7,H25-H28 Disorders of lens,H26,10
Chapter VII Diseases of the eye and adnexa,7,H25-H28 Disorders of lens,H27,10
Chapter VII Diseases of the eye and adnexa,7,H25-H28 Disorders of lens,H28,10
Chapter VII Diseases of the eye and adnexa,7,H30-H36 Disorders of choroid and retina,H30,10
Chapter VII Diseases of the eye and adnexa,7,H30-H36 Disorders of choroid and retina,H31,10
Chapter VII Diseases of the eye and adnexa,7,H30-H36 Disorders of choroid and retina,H32,10
Chapter VII Diseases of the eye and adnexa,7,H30-H36 Disorders of choroid and retina,H33,10
Chapter VII Diseases of the eye and adnexa,7,H30-H36 Disorders of choroid and retina,H34,10
Chapter VII Diseases of the eye and adnexa,7,H30-H36 Disorders of choroid and retina,H35,10
Chapter VII Diseases of the eye and adnexa,7,H30-H36 Disorders of choroid and retina,H36,10
Chapter VII Diseases of the eye and adnexa,7,H40-H42 Glaucoma,H40,10
Chapter VII Diseases of the eye and adnexa,7,H40-H42 Glaucoma,H41,10
Chapter VII Diseases of the eye and adnexa,7,H40-H42 Glaucoma,H42,10
Chapter VII Diseases of the eye and adnexa,7,H43-H45 Disorders of vitreous body and globe,H43,10
Chapter VII Diseases of the eye and adnexa,7,H43-H45 Disorders of vitreous body and globe,H44,10
Chapter VII Diseases of the eye and adnexa,7,H43-H45 Disorders of vitreous body and globe,H45,10
Chapter VII Diseases of the eye and adnexa,7,H46-H48 Disorders of optic nerve and visual pathways,H46,10
Chapter VII Diseases of the eye and adnexa,7,H46-H48 Disorders of optic nerve and visual pathways,H47,10
Chapter VII Diseases of the eye and adnexa,7,H46-H48 Disorders of optic nerve and visual pathways,H48,10
Chapter VII Diseases of the eye and adnexa,7,"H49-H52 Disorders of ocular muscles, binocular movement, accommodation and refraction",H49,10
Chapter VII Diseases of the eye and adnexa,7,"H49-H52 Disorders of ocular muscles, binocular movement, accommodation and refraction",H50,10
Chapter VII Diseases of the eye and adnexa,7,"H49-H52 Disorders of ocular muscles, binocular movement, accommodation and refraction",H51,10
Chapter VII Diseases of the eye and adnexa,7,"H49-H52 Disorders of ocular muscles, binocular movement, accommodation and refraction",H52,10
Chapter VII Diseases of the eye and adnexa,7,H53-H54 Visual disturbances and blindness,H53,10
Chapter VII Diseases of the eye and adnexa,7,H53-H54 Visual disturbances and blindness,H54,10
Chapter VII Diseases of the eye and adnexa,7,H55-H59 Other disorders of eye and adnexa,H55,10
Chapter VII Diseases of the eye and adnexa,7,H55-H59 Other disorders of eye and adnexa,H56,10
Chapter VII Diseases of the eye and adnexa,7,H55-H59 Other disorders of eye and adnexa,H57,10
Chapter VII Diseases of the eye and adnexa,7,H55-H59 Other disorders of eye and adnexa,H58,10
Chapter VII Diseases of the eye and adnexa,7,H55-H59 Other disorders of eye and adnexa,H59,10
Chapter VIII Diseases of the ear and mastoid process,8,H60-H62 Diseases of external ear,H60,10
Chapter VIII Diseases of the ear and mastoid process,8,H60-H62 Diseases of external ear,H61,10
Chapter VIII Diseases of the ear and mastoid process,8,H60-H62 Diseases of external ear,H62,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H65,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H66,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H67,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H68,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H69,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H70,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H71,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H72,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H73,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H74,10
Chapter VIII Diseases of the ear and mastoid process,8,H65-H75 Diseases of middle ear and mastoid,H75,10
Chapter VIII Diseases of the ear and mastoid process,8,H80-H83 Diseases of inner ear,H80,10
Chapter VIII Diseases of the ear and mastoid process,8,H80-H83 Diseases of inner ear,H81,10
Chapter VIII Diseases of the ear and mastoid process,8,H80-H83 Diseases of inner ear,H82,10
Chapter VIII Diseases of the ear and mastoid process,8,H80-H83 Diseases of inner ear,H83,10
Chapter VIII Diseases of the ear and mastoid process,8,H90-H95 Other disorders of ear,H90,10
Chapter VIII Diseases of the ear and mastoid process,8,H90-H95 Other disorders of ear,H91,10
Chapter VIII Diseases of the ear and mastoid process,8,H90-H95 Other disorders of ear,H92,10
Chapter VIII Diseases of the ear and mastoid process,8,H90-H95 Other disorders of ear,H93,10
Chapter VIII Diseases of the ear and mastoid process,8,H90-H95 Other disorders of ear,H94,10
Chapter VIII Diseases of the ear and mastoid process,8,H90-H95 Other disorders of ear,H95,10
Chapter IX Diseases of the circulatory system,9,I00-I02 Acute rheumatic fever,I00,10
Chapter IX Diseases of the circulatory system,9,I00-I02 Acute rheumatic fever,I01,10
Chapter IX Diseases of the circulatory system,9,I00-I02 Acute rheumatic fever,I02,10
Chapter IX Diseases of the circulatory system,9,I05-I09 Chronic rheumatic heart diseases,I05,10
Chapter IX Diseases of the circulatory system,9,I05-I09 Chronic rheumatic heart diseases,I06,10
Chapter IX Diseases of the circulatory system,9,I05-I09 Chronic rheumatic heart diseases,I07,10
Chapter IX Diseases of the circulatory system,9,I05-I09 Chronic rheumatic heart diseases,I08,10
Chapter IX Diseases of the circulatory system,9,I05-I09 Chronic rheumatic heart diseases,I09,10
Chapter IX Diseases of the circulatory system,9,I10-I15 Hypertensive diseases,I10,10
Chapter IX Diseases of the circulatory system,9,I10-I15 Hypertensive diseases,I11,10
Chapter IX Diseases of the circulatory system,9,I10-I15 Hypertensive diseases,I12,10
Chapter IX Diseases of the circulatory system,9,I10-I15 Hypertensive diseases,I13,10
Chapter IX Diseases of the circulatory system,9,I10-I15 Hypertensive diseases,I14,10
Chapter IX Diseases of the circulatory system,9,I10-I15 Hypertensive diseases,I15,10
Chapter IX Diseases of the circulatory system,9,I20-I25 Ischaemic heart diseases,I20,10
Chapter IX Diseases of the circulatory system,9,I20-I25 Ischaemic heart diseases,I21,10
Chapter IX Diseases of the circulatory system,9,I20-I25 Ischaemic heart diseases,I22,10
Chapter IX Diseases of the circulatory system,9,I20-I25 Ischaemic heart diseases,I23,10
Chapter IX Diseases of the circulatory system,9,I20-I25 Ischaemic heart diseases,I24,10
Chapter IX Diseases of the circulatory system,9,I20-I25 Ischaemic heart diseases,I25,10
Chapter IX Diseases of the circulatory system,9,I26-I28 Pulmonary heart disease and diseases of pulmonary circulation,I26,10
Chapter IX Diseases of the circulatory system,9,I26-I28 Pulmonary heart disease and diseases of pulmonary circulation,I27,10
Chapter IX Diseases of the circulatory system,9,I26-I28 Pulmonary heart disease and diseases of pulmonary circulation,I28,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I30,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I31,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I32,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I33,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I34,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I35,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I36,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I37,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I38,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I39,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I40,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I41,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I42,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I43,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I44,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I45,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I46,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I47,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I48,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I49,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I50,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I51,10
Chapter IX Diseases of the circulatory system,9,I30-I52 Other forms of heart disease,I52,10
Chapter IX Diseases of the circulatory system,9,I60-I69 Cerebrovascular diseases,I60,10
Chapter IX Diseases of the circulatory system,9,I60-I69 Cerebrovascular diseases,I61,10
Chapter IX Diseases of the circulatory system,9,I60-I69 Cerebrovascular diseases,I62,10
Chapter IX Diseases of the circulatory system,9,I60-I69 Cerebrovascular diseases,I63,10
Chapter IX Diseases of the circulatory system,9,I60-I69 Cerebrovascular diseases,I64,10
Chapter IX Diseases of the circulatory system,9,I60-I69 Cerebrovascular diseases,I65,10
Chapter IX Diseases of the circulatory system,9,I60-I69 Cerebrovascular diseases,I66,10
Chapter IX Diseases of the circulatory system,9,I60-I69 Cerebrovascular diseases,I67,10
Chapter IX Diseases of the circulatory system,9,I60-I69 Cerebrovascular diseases,I68,10
Chapter IX Diseases of the circulatory system,9,I60-I69 Cerebrovascular diseases,I69,10
Chapter IX Diseases of the circulatory system,9,"I70-I79 Diseases of arteries, arterioles and capillaries",I70,10
Chapter IX Diseases of the circulatory system,9,"I70-I79 Diseases of arteries, arterioles and capillaries",I71,10
Chapter IX Diseases of the circulatory system,9,"I70-I79 Diseases of arteries, arterioles and capillaries",I72,10
Chapter IX Diseases of the circulatory system,9,"I70-I79 Diseases of arteries, arterioles and capillaries",I73,10
Chapter IX Diseases of the circulatory system,9,"I70-I79 Diseases of arteries, arterioles and capillaries",I74,10
Chapter IX Diseases of the circulatory system,9,"I70-I79 Diseases of arteries, arterioles and capillaries",I75,10
Chapter IX Diseases of the circulatory system,9,"I70-I79 Diseases of arteries, arterioles and capillaries",I76,10
Chapter IX Diseases of the circulatory system,9,"I70-I79 Diseases of arteries, arterioles and capillaries",I77,10
Chapter IX Diseases of the circulatory system,9,"I70-I79 Diseases of arteries, arterioles and capillaries",I78,10
Chapter IX Diseases of the circulatory system,9,"I70-I79 Diseases of arteries, arterioles and capillaries",I79,10
Chapter IX Diseases of the circulatory system,9,"I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I80,10
Chapter IX Diseases of the circulatory system,9,"I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I81,10
Chapter IX Diseases of the circulatory system,9,"I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I82,10
Chapter IX Diseases of the circulatory system,9,"I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I83,10
Chapter IX Diseases of the circulatory system,9,"I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I84,10
Chapter IX Diseases of the circulatory system,9,"I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I85,10
Chapter IX Diseases of the circulatory system,9,"I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I86,10
Chapter IX Diseases of the circulatory system,9,"I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I87,10
Chapter IX Diseases of the circulatory system,9,"I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I88,10
Chapter IX Diseases of the circulatory system,9,"I80-I89 Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",I89,10
Chapter IX Diseases of the circulatory system,9,I95-I99 Other and unspecified disorders of the circulatory system,I95,10
Chapter IX Diseases of the circulatory system,9,I95-I99 Other and unspecified disorders of the circulatory system,I96,10
Chapter IX Diseases of the circulatory system,9,I95-I99 Other and unspecified disorders of the circulatory system,I97,10
Chapter IX Diseases of the circulatory system,9,I95-I99 Other and unspecified disorders of the circulatory system,I98,10
Chapter IX Diseases of the circulatory system,9,I95-I99 Other and unspecified disorders of the circulatory system,I99,10
Chapter X Diseases of the respiratory system,10,J00-J06 Acute upper respiratory infections,J00,10
Chapter X Diseases of the respiratory system,10,J00-J06 Acute upper respiratory infections,J01,10
Chapter X Diseases of the respiratory system,10,J00-J06 Acute upper respiratory infections,J02,10
Chapter X Diseases of the respiratory system,10,J00-J06 Acute upper respiratory infections,J03,10
Chapter X Diseases of the respiratory system,10,J00-J06 Acute upper respiratory infections,J04,10
Chapter X Diseases of the respiratory system,10,J00-J06 Acute upper respiratory infections,J05,10
Chapter X Diseases of the respiratory system,10,J00-J06 Acute upper respiratory infections,J06,10
Chapter X Diseases of the respiratory system,10,J09-J18 Influenza and pneumonia,J09,10
Chapter X Diseases of the respiratory system,10,J09-J18 Influenza and pneumonia,J10,10
Chapter X Diseases of the respiratory system,10,J09-J18 Influenza and pneumonia,J11,10
Chapter X Diseases of the respiratory system,10,J09-J18 Influenza and pneumonia,J12,10
Chapter X Diseases of the respiratory system,10,J09-J18 Influenza and pneumonia,J13,10
Chapter X Diseases of the respiratory system,10,J09-J18 Influenza and pneumonia,J14,10
Chapter X Diseases of the respiratory system,10,J09-J18 Influenza and pneumonia,J15,10
Chapter X Diseases of the respiratory system,10,J09-J18 Influenza and pneumonia,J16,10
Chapter X Diseases of the respiratory system,10,J09-J18 Influenza and pneumonia,J17,10
Chapter X Diseases of the respiratory system,10,J09-J18 Influenza and pneumonia,J18,10
Chapter X Diseases of the respiratory system,10,J20-J22 Other acute lower respiratory infections,J20,10
Chapter X Diseases of the respiratory system,10,J20-J22 Other acute lower respiratory infections,J21,10
Chapter X Diseases of the respiratory system,10,J20-J22 Other acute lower respiratory infections,J22,10
Chapter X Diseases of the respiratory system,10,J30-J39 Other diseases of upper respiratory tract,J30,10
Chapter X Diseases of the respiratory system,10,J30-J39 Other diseases of upper respiratory tract,J31,10
Chapter X Diseases of the respiratory system,10,J30-J39 Other diseases of upper respiratory tract,J32,10
Chapter X Diseases of the respiratory system,10,J30-J39 Other diseases of upper respiratory tract,J33,10
Chapter X Diseases of the respiratory system,10,J30-J39 Other diseases of upper respiratory tract,J34,10
Chapter X Diseases of the respiratory system,10,J30-J39 Other diseases of upper respiratory tract,J35,10
Chapter X Diseases of the respiratory system,10,J30-J39 Other diseases of upper respiratory tract,J36,10
Chapter X Diseases of the respiratory system,10,J30-J39 Other diseases of upper respiratory tract,J37,10
Chapter X Diseases of the respiratory system,10,J30-J39 Other diseases of upper respiratory tract,J38,10
Chapter X Diseases of the respiratory system,10,J30-J39 Other diseases of upper respiratory tract,J39,10
Chapter X Diseases of the respiratory system,10,J40-J47 Chronic lower respiratory diseases,J40,10
Chapter X Diseases of the respiratory system,10,J40-J47 Chronic lower respiratory diseases,J41,10
Chapter X Diseases of the respiratory system,10,J40-J47 Chronic lower respiratory diseases,J42,10
Chapter X Diseases of the respiratory system,10,J40-J47 Chronic lower respiratory diseases,J43,10
Chapter X Diseases of the respiratory system,10,J40-J47 Chronic lower respiratory diseases,J44,10
Chapter X Diseases of the respiratory system,10,J40-J47 Chronic lower respiratory diseases,J45,10
Chapter X Diseases of the respiratory system,10,J40-J47 Chronic lower respiratory diseases,J46,10
Chapter X Diseases of the respiratory system,10,J40-J47 Chronic lower respiratory diseases,J47,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J60,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J61,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J62,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J63,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J64,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J65,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J66,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J67,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J68,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J69,10
Chapter X Diseases of the respiratory system,10,J60-J70 Lung diseases due to external agents,J70,10
Chapter X Diseases of the respiratory system,10,J80-J84 Other respiratory diseases principally affecting the interstitium,J80,10
Chapter X Diseases of the respiratory system,10,J80-J84 Other respiratory diseases principally affecting the interstitium,J81,10
Chapter X Diseases of the respiratory system,10,J80-J84 Other respiratory diseases principally affecting the interstitium,J82,10
Chapter X Diseases of the respiratory system,10,J80-J84 Other respiratory diseases principally affecting the interstitium,J83,10
Chapter X Diseases of the respiratory system,10,J80-J84 Other respiratory diseases principally affecting the interstitium,J84,10
Chapter X Diseases of the respiratory system,10,J85-J86 Suppurative and necrotic conditions of lower respiratory tract,J85,10
Chapter X Diseases of the respiratory system,10,J85-J86 Suppurative and necrotic conditions of lower respiratory tract,J86,10
Chapter X Diseases of the respiratory system,10,J90-J94 Other diseases of pleura,J90,10
Chapter X Diseases of the respiratory system,10,J90-J94 Other diseases of pleura,J91,10
Chapter X Diseases of the respiratory system,10,J90-J94 Other diseases of pleura,J92,10
Chapter X Diseases of the respiratory system,10,J90-J94 Other diseases of pleura,J93,10
Chapter X Diseases of the respiratory system,10,J90-J94 Other diseases of pleura,J94,10
Chapter X Diseases of the respiratory system,10,J95-J99 Other diseases of the respiratory system,J95,10
Chapter X Diseases of the respiratory system,10,J95-J99 Other diseases of the respiratory system,J96,10
Chapter X Diseases of the respiratory system,10,J95-J99 Other diseases of the respiratory system,J97,10
Chapter X Diseases of the respiratory system,10,J95-J99 Other diseases of the respiratory system,J98,10
Chapter X Diseases of the respiratory system,10,J95-J99 Other diseases of the respiratory system,J99,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K00,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K01,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K02,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K03,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K04,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K05,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K06,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K07,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K08,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K09,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K10,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K11,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K12,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K13,10
Chapter XI Diseases of the digestive system,11,"K00-K14 Diseases of oral cavity, salivary glands and jaws",K14,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K20,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K21,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K22,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K23,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K24,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K25,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K26,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K27,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K28,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K29,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K30,10
Chapter XI Diseases of the digestive system,11,"K20-K31 Diseases of oesophagus, stomach and duodenum",K31,10
Chapter XI Diseases of the digestive system,11,K35-K38 Diseases of appendix,K35,10
Chapter XI Diseases of the digestive system,11,K35-K38 Diseases of appendix,K36,10
Chapter XI Diseases of the digestive system,11,K35-K38 Diseases of appendix,K37,10
Chapter XI Diseases of the digestive system,11,K35-K38 Diseases of appendix,K38,10
Chapter XI Diseases of the digestive system,11,K40-K46 Hernia,K40,10
Chapter XI Diseases of the digestive system,11,K40-K46 Hernia,K41,10
Chapter XI Diseases of the digestive system,11,K40-K46 Hernia,K42,10
Chapter XI Diseases of the digestive system,11,K40-K46 Hernia,K43,10
Chapter XI Diseases of the digestive system,11,K40-K46 Hernia,K44,10
Chapter XI Diseases of the digestive system,11,K40-K46 Hernia,K45,10
Chapter XI Diseases of the digestive system,11,K40-K46 Hernia,K46,10
Chapter XI Diseases of the digestive system,11,K50-K52 Noninfective enteritis and colitis,K50,10
Chapter XI Diseases of the digestive system,11,K50-K52 Noninfective enteritis and colitis,K51,10
Chapter XI Diseases of the digestive system,11,K50-K52 Noninfective enteritis and colitis,K52,10
Chapter XI Diseases of the digestive system,11,K55-K64 Other diseases of intestines,K55,10
Chapter XI Diseases of the digestive system,11,K55-K64 Other diseases of intestines,K56,10
Chapter XI Diseases of the digestive system,11,K55-K64 Other diseases of intestines,K57,10
Chapter XI Diseases of the digestive system,11,K55-K64 Other diseases of intestines,K58,10
Chapter XI Diseases of the digestive system,11,K55-K64 Other diseases of intestines,K59,10
Chapter XI Diseases of the digestive system,11,K55-K64 Other diseases of intestines,K60,10
Chapter XI Diseases of the digestive system,11,K55-K64 Other diseases of intestines,K61,10
Chapter XI Diseases of the digestive system,11,K55-K64 Other diseases of intestines,K62,10
Chapter XI Diseases of the digestive system,11,K55-K64 Other diseases of intestines,K63,10
Chapter XI Diseases of the digestive system,11,K55-K64 Other diseases of intestines,K64,10
Chapter XI Diseases of the digestive system,11,K65-K67 Diseases of peritoneum,K65,10
Chapter XI Diseases of the digestive system,11,K65-K67 Diseases of peritoneum,K66,10
Chapter XI Diseases of the digestive system,11,K65-K67 Diseases of peritoneum,K67,10
Chapter XI Diseases of the digestive system,11,K70-K77 Diseases of liver,K70,10
Chapter XI Diseases of the digestive system,11,K70-K77 Diseases of liver,K71,10
Chapter XI Diseases of the digestive system,11,K70-K77 Diseases of liver,K72,10
